# version=2025NOV01

Rom;Genre;Year;Manufacturer;System;Clone;AKNF;Buttons;Controls;Mature;Players;Monitor;Slow;Notes
champwrj;Sports / Wrestling;1989;Taito Corporation;Taito L-System;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
champwru;Sports / Wrestling;1989;Taito America Corporation;Taito L-System;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
changela;Driving / Race (chase view);1983;Taito Corporation;Taito 8-bit;no;;2;paddle;;2P alt;CRT 15Khz;;
changes;Maze / Collect;1982;Orca;Orca Z80;no;;;joystick (8-way);;2P alt;CRT 15Khz;;
changesa;Maze / Collect;1982;Orca (Eastern Micro Electronics, Inc. license);Orca Z80;yes;;;joystick (8-way);;2P alt;CRT 15Khz;;
charlien;Platform / Shooter Scrolling;1995;Mitchell;Data East 16-bit;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
chasehq;Driving / Race (chase view);1988;Taito Corporation Japan;Taito Z-System;no;true;4;joystick (analog);;1P;CRT 15Khz;;
chasehqj;Driving / Race (chase view);1988;Taito Corporation;Taito Z-System;yes;;4;joystick (analog);;1P;CRT 15Khz;;
chboxing;Sports / Boxing;1984;Sega;Sega SG-1000-based;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
checkmaj;;1982;Jaleco;Galaxian Z80;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
checkman;Puzzle / Maze;1982;Zilec-Zenitone;Galaxian Z80;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
checkmat;Maze / Surround;1977;Midway;Midway 8080 B/W;no;;;joystick (8-way);;4P sim;CRT 15Khz;;
cheekyms;Fighter / Field;;Universal;Universal Z80;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
cheesech;Maze / Collect;1994;Art & Magic;Art & Magic;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
chelnov;Platform / Shooter Scrolling;1988;Data East Corporation;Data East 68000;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
chelnovj;Platform / Shooter Scrolling;1988;Data East Corporation;Data East 68000;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
chelnovu;Platform / Shooter Scrolling;1988;Data East USA;Data East 68000;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
chewing;Slot Machine / Video Slot;;unknown;Galaxian Z80;no;;1;joystick (2-way);;1P;CRT 15Khz;;
cheyenne;Shooter / Gun;1984;Exidy;Exidy 440;no;;1;lightgun;;1P;CRT 15Khz;;
chikij;Platform / Fighter Scrolling;1990;Capcom;Capcom CPS-1;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
chiller;Shooter / Gun;1986;Exidy;Exidy 440;no;;1;lightgun;;1P;CRT 15Khz;;
chimerab;Shooter / Flying Horizontal;1993;Jaleco;Jaleco Mega System 1;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
chinagat;Platform / Fighter;1988;[Technos] (Taito Romstar license);Technos 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
chinatwn;Puzzle / Drop;1991;Data East Corporation;Data East 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
chindrag;;1995;IGS / ALTA;IGS Blitter;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
chinher2;;1984;Taiyo;Custom Z80;yes;;4;joystick (4-way);;2P sim;CRT 15Khz;;
chinhero;Fighter / Field;1984;Taiyo;Custom Z80;no;;4;joystick (4-way);;2P sim;CRT 15Khz;;
chinmoku;Tabletop / Mahjong * Mature *;1990;Nichibutsu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
chmplst2;;1996;IGS;IGS Blitter;no;;;;;1P;CRT 15Khz;;
chokchok;Shooter / Balloon Popping;1995;SemiCom;Data East 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
choko;Tabletop / Shanghai * Mature *;2001;Mitchell, distributed by Capcom;Capcom CPS-2;no;;6;joystick (8-way);;1P;CRT 15Khz;;
chopper;Shooter / Flying Vertical;1988;SNK;SNK early 8-bit;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
choppera;Shooter / Flying Vertical;1988;SNK;SNK early 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
chopperb;Shooter / Flying Vertical;1988;SNK;SNK early 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
chplft;;1985;Sega;Sega System 1;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
chplftb;;1985;Sega;Sega System 1;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
chplftbl;;1985;bootleg;Sega System 1;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
chqflag;Driving / Race;1988;Konami;Konami;no;;3;paddle;;1P;CRT 15Khz;;
chqflagj;Driving / Race;1988;Konami;Konami;yes;;3;paddle;;1P;CRT 15Khz;;
chugokur;;1995;IGS / ALTA;IGS Blitter;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
chukatai;Shooter / Flying Horizontal;1988;Taito Corporation Japan;Taito 8-bit;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
chukataj;;1988;Taito Corporation;Taito 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
chukatau;;1988;Taito America Corporation;Taito 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
chwrestl;Sports / Wrestling;1985;Sega;Sega SG-1000-based;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
chwy;Shooter / Driving Vertical;1985;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
circus;Ball & Paddle / Jump and Touch;1977;Exidy;Exidy 6502;no;;;paddle;;2P alt;CRT 15Khz;;
circusc;Platform / Run, Jump & Scrolling;1984;Konami;Konami;no;true;1;joystick (2-way);;2P alt;CRT 15Khz;;
circusc2;Platform / Run, Jump & Scrolling;1984;Konami;Konami;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
circusc3;Platform / Run, Jump & Scrolling;1984;Konami;Konami;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
circuscc;Platform / Run, Jump & Scrolling;1984;Konami (Centuri license);Konami;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
circusce;Platform / Run, Jump & Scrolling;1984;Konami (Centuri license);Konami;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
cischeat;Driving / Race (chase view);1990;Jaleco;Jaleco Mega System 1;no;;5;paddle;;1P;CRT 15Khz;;
citybmrj;;1987;Konami;Konami;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
citybomb;Shooter / Driving Vertical;1987;Konami;Konami;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
citycon;Platform / Run Jump;1985;Jaleco;Jaleco Z80;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
citycona;Platform / Run Jump;1985;Jaleco;Jaleco Z80;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
citylove;Tabletop / Mahjong * Mature *;1986;Nichibutsu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
ckong;Platform / Run Jump;1981;Falcon;Nichibutsu Z80;no;;1;joystick (4-way);;2P alt;CRT 15Khz;;
ckonga;;1981;Falcon;Nichibutsu Z80;yes;;1;joystick (4-way);;2P alt;CRT 15Khz;;
ckongalc;Platform / Run Jump;1981;bootleg;Nichibutsu Z80;yes;;1;joystick (4-way);;2P alt;CRT 15Khz;;
ckongb;;;bootleg;Nichibutsu Z80;yes;;1;joystick (4-way);;2P alt;CRT 15Khz;;
ckongjeu;;1981;bootleg;Nichibutsu Z80;yes;;1;joystick (4-way);;2P alt;CRT 15Khz;;
ckongo;Platform / Run Jump;1981;bootleg;Nichibutsu Z80;yes;;1;joystick (4-way);;2P alt;CRT 15Khz;;
ckongs;Platform / Run Jump;1981;bootleg;Konami Scramble;yes;;1;joystick (4-way);;2P alt;CRT 15Khz;;
clapapa;Maze / Collect;1983;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
clapapa2;Maze / Collect;1983;Data East Corporation;Data East DECO Cassette;yes;;2;joystick (analog);;2P alt;CRT 15Khz;;
claypign;Shooter / Gun;1986;Exidy;Exidy 440;no;;1;lightgun;;2P alt;CRT 15Khz;;
clayshoo;Shooter / 3rd Person;1979;Allied Leisure;Allied Leisure discrete;no;;4;joystick (analog);;2P alt;CRT 15Khz;;
clbowl;Sports / Bowling;1989;Incredible Technologies;Incredible Technologies 68000;yes;;2;trackball;;4P alt;CRT 15Khz;;
cleopatr;Puzzle / Drop;1996;Taito Corporation;Taito F3 System;no;;4;dial;;2P sim;CRT 15Khz;;
cloak;Shooter / Field;1983;Atari;Atari System 1;no;true;1;double joystick (8-way);;2P alt;CRT 15Khz;;
cloakfr;Shooter / Field;1983;Atari;Atari System 1;yes;;1;double joystick (8-way);;2P alt;CRT 15Khz;;
cloakgr;Shooter / Field;1983;Atari;Atari System 1;yes;;1;double joystick (8-way);;2P alt;CRT 15Khz;;
cloaksp;Shooter / Field;1983;Atari;Atari System 1;yes;;1;double joystick (8-way);;2P alt;CRT 15Khz;;
clocknch;Maze / Collect;1981;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
cloud9;Shooter / Gallery;1983;Atari;Atari System 1;no;;2;trackball;;2P alt;CRT 15Khz;;
clowns;Ball & Paddle / Jump and Touch;1978;Midway;Midway 8080 B/W;no;;;paddle;;2P alt;CRT 15Khz;;
clowns1;Ball & Paddle / Jump and Touch;1978;Midway;Midway 8080 B/W;yes;;;paddle;;2P alt;CRT 15Khz;;
clshrdst;;1986;Woodplace Inc. (Status Game Corp. license);Nichibutsu Z80;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
clshroad;Driving / Race Bike;1986;Woodplace Inc.;Nichibutsu Z80;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
cltchitr;Sports / Baseball;1991;Sega;Sega System 18;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
cltchtrj;;1991;Sega;Sega System 18;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
club90s;Tabletop / Mahjong * Mature *;1990;Nichibutsu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
club90sa;Tabletop / Mahjong * Mature *;1990;Nichibutsu;Nichibutsu Mahjong;yes;;;;;1P;CRT 15Khz;;
cluckypo;Gambling / Cards;1981;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;1P;CRT 15Khz;;
cluclu;Puzzle / Maze;1984;Nintendo;Nintendo VS. System;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
cm2841a;;;Dyna Electronics;;yes;;;;;???;CRT 15Khz;;
cm2v841;;;Dyna Electronics;;no;;;;;???;CRT 15Khz;;
cmehyou;Tabletop / Mahjong * Mature *;1992;Nichibutsu/Kawakusu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
cmissnx;Shooter / Flying Vertical;1982;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
cmv801;Slot Machine / Video Slot;;Corsica;IGS gambling 68000;no;;5;;;1P;CRT 15Khz;;
cnbe2018;;2018;Blastar;SNK Neo Geo;no;;4;joystick (8-way);;;;;
cnights2;;1983;Data East Corporation;Data East DECO Cassette;yes;;2;joystick (analog);;2P alt;CRT 15Khz;;
cnightst;Shooter / Flying Vertical;1983;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
cninja;Platform / Shooter Scrolling;1991;Data East Corporation;Data East 68000;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
cninja0;;1991;Data East Corporation;Data East 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
cninjau;Platform / Shooter Scrolling;1991;Data East Corporation;Data East 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
cntsteer;Driving / Motorbike;1985;Data East Corporation;Data East 68000;no;;5;joystick (8-way);;???;CRT 15Khz;;
cobracmj;;1988;Data East Corporation;Data East 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
cobracom;Shooter / Flying Horizontal;1988;Data East Corporation;Data East 8-bit;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
colmns97;Puzzle / Drop;1996;Sega;Sega ST-V;no;;6;joystick (8-way);;2P sim;CRT 15Khz;;
colony7;Shooter / Command;1981;Taito;Williams arcade hardware;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
colony7a;Shooter / Command;1981;Taito;Williams arcade hardware;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
colt;Shooter / Gun;1986;bootleg;Taito 8-bit;yes;;1;lightgun;;1P;CRT 15Khz;;
column2j;Puzzle / Drop;1990;Sega;Sega C2;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
columns;Puzzle / Drop;1990;Sega;Sega C2;no;true;1;joystick (8-way);;2P sim;CRT 15Khz;;
columns2;Puzzle / Drop;1990;Sega;Sega C2;no;;1;joystick (8-way);;2P sim;CRT 15Khz;;
columnsj;Puzzle / Drop;1990;Sega;Sega C2;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
columnsn;;1990;Jeff Kurtz;SNK Neo Geo;no;;4;joystick (8-way);;;;;
columnsncd;;1990;Jeff Kurtz;SNK Neo Geo;yes;;4;joystick (8-way);;;;;
columnsu;Puzzle / Drop;1990;Sega;Sega C2;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
combasc;;1988;Konami;Konami;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
combascb;;1988;bootleg;Konami;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
combascj;;1987;Konami;Konami;yes;;2;trackball;;2P sim;CRT 15Khz;;
combasct;;1987;Konami;Konami;yes;;2;trackball;;2P sim;CRT 15Khz;;
combat;Shooter / Gun;1985;Exidy;Exidy 440;no;;1;lightgun;;1P;CRT 15Khz;;
commandj;;1985;Capcom;Capcom pre-CPS;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
commando;Shooter / Walking;1985;Capcom;Capcom pre-CPS;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
commandu;;1985;Capcom (Data East USA license);Capcom pre-CPS;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
commandw;Fighter / Versus;1992;Taito Corporation;Taito F3 System;no;;4;dial;;2P sim;CRT 15Khz;;
commsega;Shooter / Gallery;1983;Sega;Namco Rally-X;no;;2;joystick (4-way);;2P alt;CRT 15Khz;;
comotion;Maze / Surround;1976;Gremlin;Sega G80 raster;no;;;joystick (4-way);;4P sim;CRT 15Khz;;
compglfo;;1985;Data East;Data East 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
compgolf;Sports / Golf;1986;Data East;Data East 8-bit;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
complexx;Platform / Shooter;1984;Taito America Corporation;Taito Qix;no;;1;double joystick (8-way);;2P alt;CRT 15Khz;;
condor;Shooter / Gallery;1981;Sidam;Phoenix;yes;;2;joystick (2-way);;2P alt;CRT 15Khz;;
congo;Platform / Run Jump;1983;Sega;Sega Zaxxon hardware;no;true;1;joystick (4-way);;2P alt;CRT 15Khz;;
conquer;Arcade / Unknown;1982;unknown;Konami Scramble;no;;1;joystick (8-way);;???;CRT 15Khz;;
contcirc;Driving / Race (chase view);1987;Taito Corporation Japan;Taito Z-System;no;;8;joystick (analog);;1P;CRT 15Khz;;
contcrcu;;1987;Taito America Corporation;Taito Z-System;yes;;8;joystick (analog);;1P;CRT 15Khz;;
contcrua;;1987;Taito America Corporation;Taito Z-System;yes;;8;joystick (analog);;1P;CRT 15Khz;;
contra;Platform / Shooter Scrolling;1987;Konami;Konami;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
contrab;Platform / Shooter Scrolling;1987;bootleg;Konami;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
contraj;Platform / Shooter Scrolling;1987;Konami;Konami;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
contrajb;;1987;bootleg;Konami;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
cookbib;Puzzle / Toss;1995;SemiCom;Data East 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
cookbib2;Puzzle / Toss;1996;SemiCom;Kaneko 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
cookbib3;Puzzle / Toss;1997;SemiCom;Kaneko 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
cookrace;Platform / Run Jump;1982;bootleg;Data East 8-bit;yes;;2;joystick (4-way);;2P alt;CRT 15Khz;;
coolmini;Multiplay / Mini-Games;1999;Semicom;Custom Z80;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
coolpool;Sports / Pool;1992;Catalina;Custom gambling hardware;no;;2;trackball;;2P alt;CRT 15Khz;;
coolridr;Driving / Motorbike;1995;Sega;Sega System 32;no;;;;;2P sim;CRT 25Khz;;
cop01;Platform / Shooter Scrolling;1985;Nichibutsu;Nichibutsu Z80;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
cop01a;Platform / Shooter Scrolling;1985;Nichibutsu;Nichibutsu Z80;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
copsnrob;Shooter / Versus;1976;Atari;Atari discrete;no;;2;vertical joystick (2-way);;4P sim;CRT 15Khz;;
cosmccop;Shooter / Flying Horizontal;1991;Irem;Irem M72;no;;4;joystick (8-way);;2P alt;CRT 15Khz;;
cosmica;Shooter / Gallery;1979;Universal;Universal Z80;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
cosmica2;;1979;Universal;Universal Z80;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
cosmicg;Shooter / Gallery;1979;Universal;Universal Z80;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
cosmicm2;Shooter / Gallery;1979;Universal;Midway 8080 B/W;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
cosmicmo;Shooter / Gallery;1979;Universal;Midway 8080 B/W;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
cosmo;Shooter / Gallery;1979;TDS & Mints;Midway 8080 B/W;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
cosmogng;Shooter / Gallery;1991;Namco;Namco System 2;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
cosmognj;;1991;Namco;Namco System 2;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
cosmos;Shooter / Gallery;1981;Century Electronics;Centuri CVS;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
cotton;Shooter / Flying Horizontal;1991;Sega / Success;Sega System 16B;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
cotton2;Shooter / Flying Horizontal;1997;Success;Sega ST-V;no;true;6;joystick (8-way);;2P sim;CRT 15Khz;;
cottonbm;Shooter / Flying Horizontal;1998;Success;Sega ST-V;no;true;6;joystick (8-way);;2P sim;CRT 15Khz;;
cottong;Puzzle / Sliding;1982;bootleg;Namco Rally-X;yes;;1;joystick (4-way);;2P alt;CRT 15Khz;;
cottonj;Shooter / Flying Horizontal;1991;Sega / Success;Sega System 16B;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
cottonu;Shooter / Flying Horizontal;1991;Sega / Success;Sega System 16B;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
countrb2;;1988;bootleg;Custom Z80;yes;;2;dial;;2P alt;CRT 15Khz;;
countrnb;;1988;bootleg;Custom Z80;yes;;2;dial;;2P alt;CRT 15Khz;;
countrun;Maze / Driving;1988;Nihon System (Sega license);Custom Z80;no;;2;dial;;2P alt;CRT 15Khz;;
countryc;Sports / Golf;1988;SNK;SNK early 8-bit;yes;;2;trackball;;2P alt;CRT 15Khz;;
couple;Gambling / Misc. * Mature *;1988;Merit;Merit 68000 gambling;no;;4;joystick (8-way);;2P alt;CRT 15Khz;;
couplei;Gambling / Misc. * Mature *;1988;Merit;Merit 68000 gambling;yes;;4;joystick (8-way);;2P alt;CRT 15Khz;;
couplep;Gambling / Misc. * Mature *;1988;Merit;Merit 68000 gambling;yes;;4;joystick (8-way);;2P alt;CRT 15Khz;;
cppicf;Platform / Run Jump;1984;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
cppicf2;Platform / Run Jump;1984;Data East Corporation;Data East DECO Cassette;yes;;2;joystick (analog);;2P alt;CRT 15Khz;;
cprobowl;Sports / Bowling;1983;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
cprogolf;Sports / Golf;1981;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
cprosocc;;1983;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
cptennis;Sports / Tennis;1982;Data East Corporation;Data East DECO Cassette;no;;2;joystick (analog);;2P alt;CRT 15Khz;;
cpzn1;;1995;Sony/Capcom;Sony ZN;no;;;;;BIOS;CRT 31Khz;;
cpzn2;;1997;Sony/Capcom;Sony ZN;no;;;;;BIOS;CRT 31Khz;;
cracksht;Shooter / Gun;1985;Exidy;Exidy 440;no;;1;lightgun;;2P alt;CRT 15Khz;;
crash;Maze / Driving;1979;Exidy;Exidy 6502;no;;1;joystick (4-way);;2P alt;CRT 15Khz;;
crater;Shooter / Driving;1984;Bally Midway;Midway MCR-3;no;;3;dial;;2P alt;CRT 31Khz;;
crazyblk;Puzzle / Maze;1983;Kiwako (ECI license);Kiwako Z80;yes;;1;joystick (4-way);;2P alt;CRT 15Khz;;
crazycop;Shooter / Walking;1988;Konami;Konami;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
crazyfgt;Platform / Shooter Scrolling;1996;Subsino;Seta 1st Gen;no;;;;;1P;CRT 15Khz;;
crbalon2;;1980;Taito Corporation;Taito 8-bit;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
crbaloon;Maze / Escape;1980;Taito Corporation;Taito 8-bit;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
crgolf;Sports / Golf;1984;Nasco Japan;Nasco 8-bit;no;;6;joystick (analog);;2P alt;CRT 15Khz;;
crgolfa;Sports / Golf;1984;Nasco Japan;Nasco 8-bit;yes;;6;joystick (analog);;2P alt;CRT 15Khz;;
crgolfb;Sports / Golf;1984;Nasco Japan;Nasco 8-bit;yes;;6;joystick (analog);;2P alt;CRT 15Khz;;
crgolfc;Sports / Golf;1984;Nasco Japan;Nasco 8-bit;yes;;6;joystick (analog);;2P alt;CRT 15Khz;;
crgolfhi;Sports / Golf;1985;Nasco Japan;Nasco 8-bit;no;;6;joystick (analog);;2P alt;CRT 15Khz;;
crimec;Platform / Shooter Scrolling;1989;Taito Corporation Japan;Taito B-System;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
crimecj;Platform / Shooter Scrolling;1989;Taito Corporation;Taito B-System;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
crimecu;Platform / Shooter Scrolling;1989;Taito America Corporation;Taito B-System;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
crimfght;Fighter / 2.5D;1989;Konami;Konami;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
crimfgt2;;1989;Konami;Konami;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
crimfgtj;;1989;Konami;Konami;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
critcrsh;Whac-A-Mole / Shooter;1995;Sega;Sega ST-V;no;;6;lightgun;;1P;CRT 15Khz;;
crkdown;Maze / Shooter Large;1989;Sega;Sega System 24;no;;2;joystick (8-way);;2P sim;CRT 25Khz;YES;
crkdownj;Maze / Shooter Large;1989;Sega;Sega System 24;yes;;2;joystick (8-way);;2P sim;CRT 25Khz;;
crmaze;;1994;Barcrest;;no;;;;;???;CRT 25Khz;;
crmazea;;1994;Barcrest;;yes;;;;;???;CRT 25Khz;;
crmazeb;;1994;Barcrest;;yes;;;;;???;CRT 25Khz;;
croquis;Puzzle / Misc.;1996;Deniam;Deniam 68000;yes;;3;joystick (4-way);;2P sim;CRT 15Khz;;
crospang;Puzzle / Misc.;1998;F2 System;Custom 68000;no;true;2;joystick (4-way);;2P sim;CRT 15Khz;;
crossbow;Shooter / Gun;1983;Exidy;Exidy 440;no;true;1;lightgun;;1P;CRT 15Khz;;
crshrac2;;1993;Video System Co.;Video System 68000;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
crshrace;Driving / Race;1993;Video System Co.;Video System 68000;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
crswd2bl;Fighter / Misc.;1996;bootleg;SNK Neo Geo;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
crsword;Fighter / Misc.;1991;Alpha Denshi Co.;SNK Neo Geo;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
cruisin;Platform / Run Jump;1985;Jaleco (Kitkorp license);Jaleco Z80;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
crush;Maze / Paint;1981;Kural Samno Electric;Namco Pac-Man;no;true;;joystick (4-way);;2P alt;CRT 15Khz;;
crush2;Maze / Paint;1981;Kural Esco Electric;Namco Pac-Man;yes;;;joystick (4-way);;2P alt;CRT 15Khz;;
crush3;Maze / Paint;1981;Kural Electric;Namco Pac-Man;yes;;;joystick (4-way);;2P alt;CRT 15Khz;;
crush4;Maze / Paint;;Kural TWT;Namco Pac-Man;yes;;;joystick (4-way);;2P alt;CRT 15Khz;;
crusnexo;Driving / Race (chase view);1999;Midway;Midway Zeus;no;;6;joystick (8-way);;1P;CRT 31Khz;;
crusnu21;;1994;Midway;Midway V-Unit;yes;;6;paddle;;1P;CRT 31Khz;;
crusnu40;;1994;Midway;Midway V-Unit;yes;;6;paddle;;1P;CRT 31Khz;;
crusnusa;Driving / Race (chase view);1994;Midway;Midway V-Unit;no;;6;paddle;;1P;CRT 31Khz;;
crusnw13;;1996;Midway;Midway V-Unit;yes;;6;paddle;;1P;CRT 31Khz;;
crusnw20;;1996;Midway;Midway V-Unit;yes;;6;paddle;;1P;CRT 31Khz;;
crusnwld;Driving / Race (chase view);1996;Midway;Midway V-Unit;no;;6;paddle;;1P;CRT 31Khz;;
cryptklr;Shooter / Gun;1995;Konami;Konami GQ;no;;2;lightgun;;3P sim;CRT 31Khz;YES;
crysbios;System / BIOS;2001;Brezzasoft;Custom Z80;no;;;;;BIOS;CRT 15Khz;;
crysking;Fighter / 2.5D;2001;Brezzasoft;Custom Z80;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
crystal2;Tabletop / Mahjong * Mature *;1986;Nichibutsu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
crystalg;Tabletop / Mahjong * Mature *;1986;Nichibutsu;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
crzralla;;1985;Tecfri;Tecfri Z80;yes;;2;joystick (2-way);;2P alt;CRT 15Khz;;
crzrallg;;1985;Tecfri (Gecas license);Tecfri Z80;yes;;2;joystick (2-way);;2P alt;CRT 15Khz;;
crzrally;Driving / Race;1985;Tecfri;Tecfri Z80;no;true;2;joystick (2-way);;2P alt;CRT 15Khz;;
csclub;Sports / Multiplay;1997;Capcom;Capcom CPS-2;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
cscluba;Sports / Multiplay;1997;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
csclubh;Sports / Multiplay;1997;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
